0.000000000000000000e+00 9.454914274660751461e-02 -1.090003308324377224e-01 3.393128332600921920e-02 2.675215948348994358e-02 -2.317237240883385490e-03 1.952629342643711361e-03 -4.807823083174538568e-03 -8.358206892164259051e-05 -2.077630536344894782e-04
1.000000000000000056e-01 2.557557653049288143e-02 1.612965686984636077e-02 -1.522211133021196192e-02 2.191564010706243543e-02 4.619064575671979686e-03 -6.265577268944283115e-03 -1.052224585835155254e-02 -9.969009928240055163e-03 -9.890753619586157078e-03
2.000000000000000111e-01 -1.176382089738868403e-01 -8.629488840035226538e-03 -5.038401228055028325e-02 -9.651604656504953958e-03 -2.235565782585187400e-02 -1.392836767267491629e-02 -1.412789920502463895e-02 -1.566453520422697934e-02 -1.401452672972449721e-02
3.000000000000000444e-01 3.012849748715743653e-02 -4.112704399400736455e-02 -2.004726542953651908e-02 -2.490154158382960198e-02 -1.852026391944243747e-02 -1.775627506609321615e-02 -1.652487010646945531e-02 -2.077022079248618674e-02 -2.100618596684912867e-02
4.000000000000000222e-01 6.366012629009953905e-02 -1.440321713130401915e-01 -3.747587082528317654e-02 -2.561293508423188175e-02 -3.451887316416558937e-02 -2.015454400926532108e-02 -2.180891265428423417e-02 -1.913160267594576219e-02 -2.166569732254797209e-02
5.000000000000000000e-01 2.554636568593461887e-01 1.707967340589962996e-02 2.604411768481163653e-02 -4.584156392272280278e-02 -2.091221737127961847e-02 -1.902496049124659944e-02 -1.716567102563742661e-02 -1.854301627100059593e-02 -1.905881665488284166e-02
6.000000000000000888e-01 -5.801021201913493519e-02 3.891400558196089765e-02 -4.470317400254737727e-02 -2.145877259325124770e-02 -2.037259410416863634e-02 -2.182297359816995352e-02 -1.950492143576284740e-02 -1.520998213885505629e-02 -1.844384131772223989e-02
7.000000000000000666e-01 -4.545368218505070612e-02 -4.507597852114719056e-02 -1.611082759116339025e-03 -4.895225420704131525e-02 -1.595940221923526289e-02 -7.806875044410578092e-03 -9.031516967057982154e-03 -1.269486018256261659e-02 -1.129133177167621245e-02
8.000000000000000444e-01 -4.612902805354598262e-02 1.512406168001831364e-02 -2.104988113807215733e-02 1.176056753681107084e-02 -2.309567578929985418e-02 -2.986477054020337651e-03 -4.100356529789567564e-03 -3.303725569396177321e-03 -2.376135306604900896e-03
9.000000000000000222e-01 1.465368516799284704e-01 -1.725783962983534064e-02 -6.581227349968922155e-03 1.448987577202902159e-02 6.275240954198458600e-03 1.022381650932948152e-02 5.431326410917702852e-03 5.644303004032361071e-03 4.430929749746262587e-03
1.000000000000000000e+00 7.862557291640882851e-02 -1.277027384186397718e-01 1.534402035013936530e-02 3.392295364531310725e-02 1.170047015295631009e-02 1.194802674212066575e-02 1.239299014294045591e-02 1.548301804359202699e-02 1.742105237538033730e-02
1.100000000000000089e+00 -1.010949687991800489e-01 8.808352918545105104e-02 8.296383733527507021e-02 3.108929950529161837e-02 1.398895714667729509e-02 2.235215446305999915e-02 2.627054067011692570e-02 2.620915713177396009e-02 2.780760094314405073e-02
1.200000000000000178e+00 1.170833150949370238e-01 -3.123627984139197566e-02 6.093252820897391425e-02 8.291250176257168591e-02 3.559255695280162668e-02 4.797185837329408925e-02 4.198434721072172998e-02 4.081527294459436073e-02 4.214059566445609029e-02
1.300000000000000044e+00 -4.824299355223503338e-02 7.044771793090023881e-02 6.365083036011538742e-02 4.649645000038392373e-02 6.408634371073530789e-02 6.600171470427930454e-02 5.226073261120193353e-02 5.547369120230528916e-02 5.408602880325714263e-02
1.400000000000000133e+00 1.779150403862700958e-01 8.743491677907029580e-02 7.255361554452925688e-02 8.118524325360838845e-02 6.219282000727974213e-02 6.526896975239399046e-02 6.922997912385961405e-02 7.064641327895102019e-02 7.023833519797963165e-02
1.500000000000000000e+00 -6.678062609441631770e-02 1.217065874099202832e-01 9.052303989002404017e-02 6.371804540766033698e-02 9.609457290301243182e-02 9.308093470835128447e-02 8.992355870693739817e-02 8.795295140199708983e-02 8.537614068735066564e-02
